0.231634	0.800836	0.100672	0.006255	0.040134	0.085078	0.907661	0.000002	0.007758	0.279610
0.473229	0.478283	0.501277	0.021176	0.210702	1.000000	0.000000	0.000001	0.999062	0.969066
0.847571	0.419586	0.007775	0.000134	0.016722	0.220421	0.748035	0.000007	0.071096	0.524278
0.925447	0.947167	0.276524	0.001394	0.056856	0.191546	0.753999	0.000002	0.019221	0.403911
0.993576	0.999451	0.485324	0.000420	0.026756	0.224359	0.699305	0.000002	0.036509	0.465000
0.053601	0.550876	0.002605	0.003361	0.030100	0.046025	0.950435	0.000003	0.002860	0.266800
0.061590	0.470926	0.999158	0.002629	0.023411	0.013673	0.981877	0.000006	0.002528	0.125252
0.824347	0.440104	0.006151	0.000195	0.016722	0.262203	0.700890	0.000006	0.100725	0.464361
0.822593	0.600552	0.010463	0.000594	0.023411	0.096936	0.892778	0.000006	0.030270	0.294585
0.962462	0.386846	0.986653	0.000172	0.003344	0.113708	0.860758	0.000005	0.039423	0.402552
0.927861	0.986555	0.396607	0.000574	0.030100	0.172536	0.786291	0.000002	0.101435	0.410135
0.938623	0.998822	0.518674	0.000308	0.023411	0.291024	0.649135	0.000003	0.057548	0.589649
0.059120	0.572993	0.005368	0.002458	0.016722	0.016653	0.978911	0.000005	0.001592	0.108705
0.511462	0.852438	0.854641	0.218926	0.324415	0.393757	0.607804	0.000000	0.000959	0.537292
0.131514	0.500666	0.498960	0.009371	0.130435	0.477945	0.524621	0.000004	0.999998	0.724728
0.493065	0.502247	0.498655	0.000343	0.016722	0.155549	0.843135	0.000012	0.999986	0.327208
0.492833	0.489312	0.508701	0.000891	0.020067	0.086478	0.911641	0.000007	0.999625	0.291988
0.590324	0.180994	0.885126	0.016331	0.070234	0.061487	0.931435	0.000002	0.003011	0.258531
0.780417	0.206648	0.790769	0.000278	0.010033	0.051697	0.930804	0.000008	0.563831	0.201112
0.390811	0.796003	0.902942	0.013051	0.066890	0.042604	0.953044	0.000003	0.000179	0.219241
0.560528	0.412189	0.585546	0.000123	0.006689	0.341975	0.615692	0.000003	0.969514	0.593681
0.183514	0.809884	0.107633	0.006172	0.040134	0.084188	0.910015	0.000003	0.000831	0.244836
1.000000	0.481645	0.000340	0.020106	0.110368	0.005978	0.991665	0.000002	0.005054	0.108147
0.106879	0.500871	0.999999	0.092957	0.545151	0.397755	0.604865	0.000008	0.000385	0.608327
0.113528	0.500571	0.000000	0.093955	0.294314	0.390130	0.612441	0.000004	0.000110	0.600066
0.133471	0.499311	0.500042	0.700990	1.000000	0.692073	0.312833	0.000003	1.000000	0.813502
0.823411	0.442872	0.985877	0.000000	0.000000	0.520315	0.381314	0.000008	0.206589	0.849555
0.001106	0.553273	0.500000	0.003061	0.023411	0.015254	0.984855	0.624891	0.994292	0.110090
0.000750	0.551100	0.500000	0.036474	0.073579	0.001243	0.998766	0.136688	0.994749	0.025128
0.000426	0.546759	0.500000	0.005930	0.036789	0.007195	0.992857	0.749648	0.995604	0.058674
0.554164	0.999990	0.496797	0.019970	0.197324	0.454525	0.532274	0.000002	0.000796	0.617738
0.533497	0.000000	0.487570	0.021545	0.257525	0.502424	0.485099	0.000002	0.007959	0.646145
0.177723	0.549954	0.997234	0.001192	0.020067	0.021422	0.978724	0.000189	0.031978	0.105725
0.066039	0.549931	0.002761	0.001106	0.023411	0.019159	0.980971	0.000195	0.031776	0.136990
0.000350	0.450434	0.002698	0.000654	0.016722	0.025043	0.975132	0.000305	0.031181	0.153305
0.944007	0.508398	0.000072	0.022725	0.120401	0.007202	0.991401	0.000007	0.001117	0.077556
0.059271	0.500729	1.000000	0.085385	0.521739	0.364821	0.637572	0.000009	0.000031	0.613022
0.875806	0.480789	0.500062	0.085097	0.127090	0.007055	0.992734	0.000004	0.999269	0.070901
0.133768	0.501026	0.000001	0.095763	0.290970	0.409651	0.593049	0.000003	0.000468	0.608460
0.001348	0.555438	0.500000	0.039371	0.083612	0.001379	0.998631	0.240028	0.993818	0.022540
0.000282	0.546760	0.500000	0.017816	0.073579	0.002238	0.997778	0.833257	0.995604	0.034974
0.509553	0.999994	0.500677	0.021373	0.207358	0.477705	0.511600	0.000002	0.004710	0.645521
0.546344	0.999996	0.501904	0.022986	0.254181	0.549568	0.439147	0.000002	0.001755	0.690417
0.066829	0.549647	0.002729	0.001106	0.020067	0.025728	0.974449	0.000185	0.031585	0.138078
0.071432	0.451487	0.002585	0.000991	0.043478	0.018964	0.981165	0.000378	0.030578	0.124856
0.690713	0.852095	0.854981	0.244336	0.531773	0.417270	0.581048	0.000001	0.000716	0.619409
0.063323	0.557610	0.500000	0.002524	0.040134	0.019367	0.980772	0.915898	0.993324	0.133427
0.555932	0.849226	0.142197	0.164502	0.401338	0.278323	0.719413	0.000001	0.001738	0.481614
0.028726	0.555433	0.500000	0.102644	0.090301	0.000093	0.999908	0.082757	0.993819	0.003541
0.024490	0.553266	0.500000	0.100011	0.157191	0.000285	0.999717	0.131380	0.994294	0.008106
0.080160	0.551103	0.500000	0.003121	0.033445	0.011012	0.989067	0.788423	0.994749	0.096042
0.000830	0.551101	0.500000	0.029351	0.123746	0.001771	0.998242	0.580906	0.994749	0.023630
0.000246	0.546757	0.500000	0.010566	0.076923	0.003529	0.996496	0.515603	0.995604	0.049464
0.169117	0.853459	0.853622	0.018625	0.217391	0.566379	0.432394	0.000002	0.002216	0.770515
0.000000	0.542413	0.500000	0.007149	0.050167	0.003484	0.996541	0.326185	0.996383	0.040873
0.233169	0.761737	0.074015	0.000196	0.016722	0.216733	0.742216	0.000006	0.006129	0.393047
0.234775	0.247775	0.931683	0.000071	0.000000	0.248871	0.675857	0.000003	0.019729	0.490626
0.278420	0.813954	0.889048	0.000091	0.006689	0.475892	0.498685	0.000006	0.014850	0.664302
0.415207	0.806656	0.890560	0.000062	0.006689	0.404147	0.509015	0.000004	0.116699	0.570215
0.210838	0.847477	0.859502	0.010807	0.103679	0.096481	0.901879	0.000004	0.001331	0.252930
0.648168	0.849445	0.142411	0.182588	0.397993	0.417581	0.580804	0.000001	0.001702	0.584723
0.015729	0.503468	0.500189	0.191824	0.267559	0.018168	0.981945	0.000010	0.999976	0.073464
0.525642	0.848378	0.858629	0.130584	0.337793	0.255382	0.741801	0.000001	0.001468	0.454898
0.023249	0.555441	0.500000	0.084171	0.096990	0.000421	0.999582	0.485036	0.993818	0.022523
0.053240	0.553273	0.500000	0.008898	0.043478	0.005385	0.994654	0.352058	0.994293	0.057100
0.019061	0.551098	0.500000	0.088993	0.167224	0.000187	0.999815	0.172233	0.994750	0.012948
0.312594	0.858299	0.151283	0.024797	0.287625	0.957943	0.041431	0.000001	0.002174	1.000000
0.301833	0.826775	0.878417	0.006193	0.046823	0.084570	0.907809	0.000002	0.000397	0.252049
0.628995	0.494328	0.000031	0.025033	0.147157	0.015387	0.983912	0.000005	0.000075	0.118638
0.116312	0.499382	0.500022	1.000000	0.996656	0.231420	0.770210	0.000004	1.000000	0.391074
0.191307	0.501288	0.999998	0.094963	0.260870	0.306854	0.694797	0.000002	0.000004	0.488110
0.035832	0.502194	0.999995	0.071540	0.384615	0.205618	0.795430	0.000007	0.000930	0.400981
0.001015	0.553271	0.500000	0.106481	0.117057	0.000151	0.999850	0.239822	0.994293	0.009533
0.000662	0.551099	0.500000	0.103702	0.093645	0.000000	1.000000	0.206550	0.994749	0.000000
0.000682	0.548931	0.500000	0.007547	0.033445	0.005849	0.994193	0.299244	0.995186	0.053714
0.617830	0.999967	0.505715	0.051205	0.214047	0.215580	0.776919	0.000001	0.000819	0.400146
0.146858	0.505120	0.999973	0.007243	0.086957	0.162949	0.837742	0.000004	0.000091	0.410245
0.606521	0.999994	0.498083	0.055269	0.244147	0.240679	0.751534	0.000001	0.003289	0.427129
0.196459	0.401224	0.989395	0.001060	0.026756	0.019745	0.980369	0.000131	0.054981	0.116837
0.039278	0.408719	0.990837	0.002643	0.026756	0.010075	0.989948	0.000052	0.055324	0.091692
0.000501	0.546760	0.500000	0.013937	0.046823	0.003334	0.996690	0.164760	0.995604	0.060083
0.000314	0.546759	0.500000	0.001292	0.016722	0.018070	0.982059	0.232034	0.995604	0.136327
0.000299	0.546759	0.500000	0.001468	0.020067	0.021021	0.979130	0.341692	0.995604	0.140740
0.007583	0.574711	0.006163	0.003448	0.033445	0.010947	0.989089	0.000034	0.046141	0.112757
0.004671	0.582411	0.992613	0.001175	0.020067	0.025752	0.974413	0.000106	0.045996	0.127085
0.204977	0.496712	0.500204	0.996023	0.913043	0.180528	0.820677	0.000002	0.999980	0.332336
0.131444	0.498700	0.000001	0.091277	0.451505	0.286976	0.714599	0.000006	0.000595	0.479026
0.121670	0.499135	1.000000	0.089330	0.244147	0.273238	0.728269	0.000003	0.000326	0.471772
0.001492	0.502033	0.499866	0.156129	0.257525	0.022865	0.977279	0.000011	0.999992	0.081964
0.000692	0.551097	0.500000	0.059833	0.080268	0.000659	0.999346	0.101779	0.994750	0.016069
0.000595	0.548931	0.500000	0.001185	0.026756	0.030599	0.969621	1.000000	0.995186	0.137875
0.619145	0.999931	0.508162	0.050479	0.267559	0.225996	0.766473	0.000002	0.003032	0.426109
0.723096	0.577747	0.006118	0.000042	0.010033	0.622494	0.325769	0.000006	0.010046	0.691610
0.867367	0.565911	0.004381	0.000157	0.026756	0.361676	0.601609	0.000007	0.005705	0.574644
0.424101	0.565620	0.004562	0.001151	0.023411	0.059404	0.934024	0.000003	0.030021	0.221304
0.582685	0.999979	0.496096	0.046917	0.180602	0.209902	0.782613	0.000001	0.004770	0.450878
0.023541	0.484751	0.000261	0.002023	0.043478	0.081550	0.918329	0.000008	0.011111	0.294970
0.013131	0.576756	0.993490	0.003447	0.053512	0.014420	0.985640	0.000045	0.047552	0.121537
0.015787	0.575977	0.006384	0.003254	0.036789	0.020482	0.979628	0.000038	0.047305	0.115305
0.316219	0.813184	0.889645	0.000680	0.013378	0.281532	0.702553	0.000003	0.017098	0.650809
0.279884	0.833914	0.872060	0.000104	0.000000	0.388100	0.581595	0.000005	0.014725	0.565970
0.259246	0.849290	0.857742	0.068852	0.214047	0.107485	0.891923	0.000002	0.000284	0.301146
0.343016	0.777487	0.915906	0.000024	0.003344	0.494598	0.435248	0.000007	0.002863	0.639286
0.629670	0.849289	0.142261	0.144185	0.391304	0.411989	0.586606	0.000001	0.003086	0.615030
0.601250	0.852249	0.854829	0.179791	0.401338	0.318470	0.679128	0.000001	0.000164	0.493360
0.019491	0.555441	0.500000	0.098460	0.107023	0.000550	0.999454	0.139521	0.993818	0.020504
0.001346	0.553273	0.500000	0.008222	0.053512	0.007853	0.992203	0.580380	0.994293	0.057263
0.000070	0.544587	0.500000	0.001145	0.016722	0.014641	0.985464	0.910777	0.996003	0.103364
0.574300	0.893055	0.809001	0.009724	0.103679	0.131073	0.851376	0.000002	0.007145	0.270116
0.180726	0.851778	0.144704	0.020959	0.227425	0.721669	0.278498	0.000002	0.000000	0.873997
